	DJIA	SP500	Nasdaq_100	DAX	FTSE_100	CAC_40	FTSE_MIB	IBEX_35	Nikkei	HangSengIndex	CSI 300	Merval	Bovespa	Inmex	S&P TSX_60	BIST_100	FTSE_JSE Africa	Kospi	ååÇÅ	êíë	Sensex	All Ordinaries	Straits Times	MSCI Russia	MSCI EMF
06.01.2010	10573,68	1137,140015	1878,420044	6034,330078	5530	4017,669922	23622,3	12222,5	10731,4502	22416,66992	3541,72998	2362,459961	70729	1949,84	702,97	54547,39844		1705,319946	1370,01	1444,61	17701,13086	4946,799805	2930,49		43,110001
07.01.2010	10606,86	1141,689941	1876,719971	6019,359863	5526,7	4024,800049	23709	12166,29981	10681,66016	22269,44922	3471,459961	2389,449951	70451	1963,51	698,41	54972,89844		1683,449951	1370,01	1444,61	17615,7207	4930,5	2913,25		42,860001
08.01.2010	10618,19	1144,97998	1892,589966	6037,609863	5534,2	4045,139893	23811,1	12163	10798,32031	22296,75	3480,129883	2352,76001	70263	1945,57	702,81	54797,89844		1695,26001	1370,01	1444,61	17540,28906	4942,200195	2922,76		43,200001
11.01.2010	10663,99	1146,97998	1886,23999	6040,5	5538,1	4043,090088	23774,8	12074,5	10798,32031	22411,51953	3482,050049	2317,73999	70433	1929,1	701,16	53921,10156		1694,119995	1444,78	1553,06	17526,71094	4981,200195	2933,53		43,110001
12.01.2010	10627,26	1136,219971	1861,790039	5943	5498,7	4000,050049	23583,3	11966,09961	10879,13965	22326,64063	3534,919922	2270,48999	70076	1919,68	693,48	53676,39844		1698,640015	1427,67	1535,78	17422,50977	4931,600098	2916,11		42,419998
13.01.2010	10680,77	1145,680054	1886,130005	5963,140137	5473,5	4000,860107	23658,4	11958,29981	10735,03027	21748,59961	3421,139893	2338,070068	70385	1923,99	694,71	54627,19922		1671,410034	1435,01	1538,43	17509,80078	4900,100098	2888,38		42,549999
14.01.2010	10710,55	1148,459961	1886,52002	5988,879883	5498,2	4015,77002	23806	11999,79981	10907,67969	21716,94922	3469,050049	2381,040039	69801	1925,94	690,66	54740,60156		1685,77002	1455,65	1561,91	17584,86914	4929,399902	2909,52		42,439999
15.01.2010	10609,65	1136,030029	1864,52002	5875,970215	5455,4	3954,379883	23472,1	11845	10982,09961	21654,16016	3482,73999	2371,110107	68978	1895,89	682,24	54005,60156		1701,800049	1452,67	1559,25	17554,30078	4929,5	2908,42		41,950001
18.01.2010	10609,65	1136,030029	1864,52002	5918,549805	5494,4	3977,459961	23509,8	11870,7002	10855,08008	21460,00977	3500,679932	2371,860107	69401	1906,37	686,62	54550,80078		1711,780029	1479,53	1581,09	17641,08008	4936,100098	2912,02		41,950001
19.01.2010	10725,43	1150,22998	1895,47998	5976,47998	5513,1	4009,669922	23705,7	12022,59961	10764,90039	21677,98047	3507,47998	2388,310059	69909	1909,27	686,76	55159,60156		1710,219971	1484,03	1580,67	17486,06055	4889,600098	2912,92		42,799999
20.01.2010	10603,15	1138,040039	1867,949951	5851,529785	5420,8	3928,949951	23126	11709	10737,51953	21286,16992	3394,429932	2351,540039	68200	1882,89	682,62	55469,19922		1714,380005	1461,23	1556,97	17474,49023	4895,100098	2893,13		41,77
21.01.2010	10389,88	1116,47998	1850,569946	5746,970215	5335,1	3862,159912	22876,5	11444	10868,41016	20862,66992	3408,570068	2340,199951	66270	1839,99	670,87	55301,19922		1722,01001	1435,9	1530,29	17051,14063	4849,600098	2850,98		40,509998
22.01.2010	10172,98	1091,76001	1794,819946	5695,319824	5303	3820,780029	22567,8	11373,40039	10590,54981	20726,17969	3366,199951	2331,600098	66220	1811,03	662,34	53997,5		1684,349976	1410,38	1489,46	16859,67969	4771,899902	2819,71		39,610001
25.01.2010	10196,86	1096,780029	1802,390015	5631,370117	5260,3	3781,850098	22373,1	11249,29981	10512,69043	20598,55078	3328,01001	2321,199951	66220	1790,56	663	54281		1670,199951	1415,86	1485,92	16780,46094	4743,100098	2811,71		39,900002
26.01.2010	10194,29	1092,170044	1803,859985	5668,930176	5276,9	3807,040039	22407,7	11347,29981	10325,28027	20109,33008	3242,800049	2309,25	65524	1800,37	663,9	54317,5		1637,339966	1384,79	1444,33	16780,46094	4743,100098	2740,33		39,07
27.01.2010	10236,16	1097,5	1818,900024	5643,200195	5217,5	3759,800049	21997,6	11042,2002	10252,08008	20033,07031	3198,570068	2306,209961	65070	1781,05	664,08	54071		1625,47998	1391,25	1446,36	16289,82031	4670	2706,26		38,970001
28.01.2010	10120,46	1084,530029	1771,099976	5540,330078	5145,7	3688,790039	21603,1	10829,29981	10414,29004	20356,36914	3206,570068	2293,810059	65588	1787,37	660,17	54770,5		1642,430054	1406,55	1460,98	16306,87012	4697,700195	2757,68		38,700001
29.01.2010	10067,33	1073,869995	1741,040039	5608,790039	5188,5	3739,459961	21896,3	10947,7002	10198,04004	20121,99023	3204,159912	2298,550049	65402	1758,15	648,53	54650,60156		1602,430054	1419,42	1473,81	16357,95996	4596,899902	2745,35		38,279999
01.02.2010	10185,53	1089,189941	1760,719971	5654,47998	5247,4	3762,01001	22012	10995,2002	10205,01953	20243,75	3152,709961	2313,810059	66572	1758,15	661,59	55526		1606,439941	1417	1470,79	16356,03027	4544,799805	2736,17		39,310001
02.02.2010	10296,85	1103,319946	1776,920044	5709,660156	5283,3	3812,129883	22413,7	11140,90039	10371,08984	20272,17969	3146,189941	2342,820068	67163	1791,11	665,99	55147,60156		1595,810059	1436,63	1498,75	16163,44043	4628,799805	2720,87		39,630001
03.02.2010	10270,55	1097,280029	1784,699951	5672,089844	5253,2	3793,469971	22169,2	10888,40039	10404,33008	20722,08008	3230,719971	2325,790039	67109	1803,6	665,78	55068,69922		1615,02002	1431,08	1507,15	16496,05078	4673,200195	2764,84		39,400002
04.02.2010	10002,18	1063,109985	1732,98999	5533,240234	5139,3	3689,25	21404,8	10241,7002	10355,98047	20341,64063	3218,800049	2236,959961	63934	1758,54	650,68	53463,89844		1616,420044	1395,87	1463,01	16224,9502	4644,100098	2744,98		37,619999
05.02.2010	10012,23	1066,189941	1746,119995	5434,339844	5060,9	3563,76001	20815,9	10103,29981	10057,08984	19665,08008	3153,090088	2165,149902	62763	1760,24	656,5	51454,89844		1567,119995	1355,64	1411,14	15790,92969	4532,5	2683,56		37,200001
08.02.2010	9908,39	1056,73999	1734,880005	5484,850098	5092,3	3607,27002	20938,2	10206,29981	9951,820313	19550,89063	3150,98999	2187,830078	63153	1766,17	649,79	49933,39844		1552,790039	1322,15	1375,34	15935,61035	4538,799805	2693,62		36,830002
09.02.2010	10058,64	1070,52002	1753,839966	5498,259766	5111,8	3612,76001	20819	10275,40039	9932,900391	19790,2793	3169,189941	2233,73999	64718	1777,2	659,78	50826,39844		1570,48999	1338,16	1390,32	16042,17969	4520,700195	2745,02		38,029999
10.02.2010	10038,38	1068,130005	1749,76001	5536,370117	5132	3635,610107	21241,6	10455	9963,990234	19922,2207	3214,129883	2239,370117	65051	1771,38	660,93	50567,5		1570,119995	1327,24	1387,11	15922,16992	4533	2734,39		37,93
11.02.2010	10144,19	1078,469971	1775,73999	5503,930176	5161,5	3616,75	21076,4	10281,7002	9963,990234	20290,68945	3220,399902	2280,959961	66129	1777,84	669,73	51381		1597,810059	1329,35	1391,94	16152,58984	4575,799805	2753,63		38,93
12.02.2010	10099,14	1075,51001	1779,109985	5500,390137	5142,5	3599,070068	21035,9	10224,90039	10092,19043	20268,68945	3251,280029	2273,409912	65855	1784,38	671,29	51063,80078		1593,660034	1304,86	1363,83	16152,58984	4588,799805	2758,9		38,439999
15.02.2010	10099,14	1075,51001	1779,109985	5511,100098	5167,5	3609,219971	21122,5	10293,59961	10013,29981	20268,68945	3251,280029	2273,409912	65855	1784,16	671,29	51334,39844		1593,660034	1319,22	1375,99	16038,34961	4570,399902	2758,9		38,439999
16.02.2010	10268,81	1094,869995	1802,060059	5592,120117	5244,1	3669,040039	21289,2	10393,90039	10034,25	20268,68945	3251,280029	2273,409912	65855	1818,22	677,77	51748,5		1601,050049	1361,49	1418,16	16226,67969	4590,799805	2758,9		39,43
17.02.2010	10309,24	1099,51001	1810,859985	5648,339844	5276,6	3725,209961	21650,8	10498,59961	10306,83008	20534,00977	3251,280029	2320,669922	67285	1832,78	681,72	53273,30078		1627,430054	1354,09	1421,97	16428,91016	4686,799805	2794,06		39,57
18.02.2010	10392,9	1106,75	1823,390015	5680,410156	5325,1	3747,830078	21686,1	10574,2002	10335,69043	20422,15039	3251,280029	2334,439941	67836	1847,91	685,45	52449,80078		1621,189941	1338,77	1410,85	16327,83984	4673,899902	2769,19		39,720001
19.02.2010	10402,35	1109,170044	1823,319946	5722,049805	5358,2	3769,540039	21772,3	10676,7002	10123,58008	19894,01953	3251,280029	2334,98999	67597	1852,24	686,65	53319		1593,900024	1353,75	1423,13	16191,62988	4656,299805	2757,14		39,380001
22.02.2010	10383,38	1108,01001	1817,630005	5688,439941	5352,1	3756,699951	21704,8	10570,5	10400,46973	20377,26953	3233,340088	2346,72998	67184	1848,81	681,5	52592,89844		1627,099976	1353,75	1423,13	16237,04981	4732,700195	2757,46		39,43
23.02.2010	10282,41	1094,599976	1793,819946	5604,069824	5315,1	3707,060059	21224,1	10312,90039	10352,09961	20623	3198,629883	2296,629883	66108	1838,04	675,09	51416,60156		1628,900024	1353,75	1423,13	16286,32031	4731	2782,55		38,52
24.02.2010	10374,16	1105,23999	1812,51001	5615,509766	5342,9	3715,679932	21346,3	10254	10198,83008	20467,74023	3244,47998	2292,219971	65795	1829,41	674,41	49659,60156		1612,829956	1334,53	1401,48	16255,96973	4666	2762,14		38,889999
25.02.2010	10321,03	1102,939941	1812,910034	5532,330078	5278,2	3640,77002	20843,2	10126,2002	10101,95996	20399,57031	3292,129883	2211,699951	66121	1820,08	681,77	48739,39844		1587,51001	1306,46	1373,11	16254,2002	4614,899902	2749,15		38,57
26.02.2010	10325,26	1104,48999	1818,680054	5598,459961	5354,5	3708,800049	21068,3	10333,59961	10126,03027	20608,69922	3281,669922	2221,379883	66503	1819,28	680,76	49705,5		1594,579956	1323,72	1390,25	16429,55078	4651,100098	2750,86		38,959999
01.03.2010	10403,79	1115,709961	1846,400024	5713,509766	5405,9	3769,540039	21320,8	10434,90039	10172,05957	21056,92969	3324,419922	2265,139893	67228	1832,62	686,97	51183,69922		1594,579956	1356,27	1429,77	16429,55078	4694,899902	2774,06		39,619999
02.03.2010	10405,98	1118,310059	1851,209961	5776,560059	5484,1	3811,919922	21326,3	10521,5	10221,83984	20906,10938	3311,23999	2285,719971	67779	1847,81	692,97	51476,10156		1615,119995	1368,09	1445,62	16772,56055	4709,899902	2772,2		40,07
03.03.2010	10396,76	1118,790039	1851,569946	5817,879883	5533,2	3842,52002	21745,1	10664,5	10253,13965	20876,78906	3335,080078	2291,320068	67641	1865,13	694,56	51699,10156		1622,439941	1379,32	1460,2	17000,00977	4743,799805	2782,79		40,119999
04.03.2010	10444,14	1122,969971	1859,719971	5795,319824	5527,2	3828,409912	21844,6	10745,29981	10145,71973	20575,7793	3250,570068	2284,26001	67815	1854,71	693,37	51440,69922		1618,199951	1384,44	1470,41	16971,69922	4757,600098	2768,7		39,91
05.03.2010	10566,2	1138,699951	1888,560059	5877,359863	5599,8	3910,419922	22278,1	11019,79981	10368,95996	20787,9707	3259,76001	2298,73999	68847	1863,75	702,72	52625,60156		1634,569946	1414,37	1508,21	16994,49023	4773,399902	2790,29		40,950001
08.03.2010	10552,52	1138,5	1890,890015	5875,910156	5606,7	3903,540039	22398,2	11078,29981	10585,91992	21196,86914	3286,179932	2308,409912	68575	1875,25	702,6	53296,5		1660,040039	1414,37	1508,21	17102,59961	4819,600098	2834,57		40,98
09.03.2010	10564,38	1140,449951	1901,380005	5885,890137	5602,3	3910,01001	22355,8	11002,79981	10567,65039	21207,55078	3305,860107	2319,139893	69576	1874,02	699,71	52960		1660,829956	1412,55	1502,7	17052,53906	4829,299805	2839,54		41,209999
10.03.2010	10567,33	1145,609985	1917,349976	5936,720215	5640,6	3943,550049	22638,7	11121	10563,91992	21208,28906	3279,689941	2332,219971	69979	1872,25	701,53	52753		1662,23999	1402,35	1501,4	17098,33008	4829,799805	2862,29		41,5
11.03.2010	10611,84	1150,23999	1923,810059	5928,629883	5617,3	3928,949951	22540,8	11045,40039	10664,9502	21228,19922	3276,709961	2332,169922	69885	1876,72	702,5	52376,60156		1656,619995	1395,91	1504,04	17167,96094	4825,5	2873,91		41,509998
12.03.2010	10624,69	1149,98999	1924,430054	5945,109863	5625,7	3927,399902	22565,2	11077	10751,25977	21209,74023	3233,129883	2359,969971	69341	1870,17	705,17	52233		1662,73999	1415,75	1534,68	17166,61914	4831,5	2881,36		41,369999
15.03.2010	10642,15	1150,51001	1920,089966	5903,560059	5593,9	3890,909912	22373,2	10957,79981	10751,98047	21079,09961	3183,179932	2351,350098	69024	1870,17	704,74	51971,39844		1649,5	1400,19	1514,4	17164,99023	4799,399902	2874,33		41,07
16.03.2010	10685,98	1159,459961	1932,23999	5970,990234	5620,4	3938,949951	22619,8	11059,29981	10721,70996	21022,92969	3203,969971	2379,02002	69942	1874,4	710,08	53233,30078		1648,01001	1420,76	1536,79	17383,17969	4809,100098	2896,43		41,599998
17.03.2010	10733,67	1166,209961	1936,219971	6024,279785	5644,6	3957,889893	22902,6	11166,79981	10846,98047	21384,49023	3273,919922	2382,379883	69723	1881,93	709,96	54303,69922		1682,859985	1435,31	1563,46	17490,08008	4866,899902	2919,3		42,049999
18.03.2010	10779,17	1165,829956	1943,939941	6012,310059	5642,6	3938,179932	22785,2	11073,5	10744,03027	21330,66992	3267,550049	2372,870117	69697	1893,2	706,75	53534,39844		1675,170044	1433,45	1558,8	17519,25977	4877,700195	2913,94		41,73
19.03.2010	10741,98	1159,900024	1932,430054	5982,430176	5650,1	3925,439941	22687,3	10990,79981	10824,71973	21370,82031	3293,870117	2381,100098	68829	1895,1	701,89	53437		1686,109985	1421,09	1544,71	17578,23047	4890,100098	2915,7		41,189999
22.03.2010	10785,89	1165,810059	1949,589966	5987,5	5644,5	3928	22622,8	10861,90039	10824,71973	20933,25	3302,629883	2413,669922	69042	1904,17	703,4	53892,39844		1672,670044	1417,55	1525,59	17410,57031	4847,5	2889,18		41,34
23.03.2010	10888,83	1174,170044	1963,199951	6017,27002	5673,6	3952,550049	22765,9	10996,2002	10774,15039	20987,7793	3275,570068	2439,330078	69387	1917,64	707,41	54351,69922		1681,819946	1410,61	1524,96	17451,01953	4887,899902	2905,66		41,630001
24.03.2010	10836,15	1167,719971	1951,839966	6039	5677,9	3949,810059	22781,9	10866,29981	10815,03027	21008,61914	3276,669922	2439,330078	68913	1908,29	702,76	55136,60156		1681,01001	1404,77	1514,58	17451,01953	4903,200195	2886,36		41,009998
25.03.2010	10841,21	1165,72998	1949,150024	6132,950195	5727,7	4000,47998	23011,5	11091,40039	10828,84961	20778,55078	3229,129883	2409,939941	68442	1906,68	702,37	57044,69922		1688,390015	1406,66	1515,04	17558,84961	4896,299805	2888,37		40,900002
26.03.2010	10850,36	1166,589966	1952,630005	6120,049805	5703	3988,929932	23063,9	11071,09961	10996,37012	21053,10938	3275	2402,449951	68683	1902,24	701,81	56610,69922		1697,719971	1415,54	1519,87	17644,75977	4905,200195	2906,28		41,099998
29.03.2010	10895,86	1173,219971	1961,219971	6156,850098	5710,7	4000,659912	23105	11091	10986,46973	21237,42969	3358,540039	2417,719971	69939	1919	705,9	56668,19922		1691,98999	1440,2	1551,57	17711,34961	4907,200195	2929,14		41,84
30.03.2010	10907,42	1173,27002	1967,959961	6142,450195	5672,3	3987,409912	23003,3	10980,7002	11097,13965	21374,78906	3366,709961	2404,77002	69960	1922,04	707,11	56754,39844		1700,189941	1443,81	1562,29	17590,16992	4926,799805	2933,39		42
31.03.2010	10856,63	1169,430054	1958,339966	6153,549805	5679,6	3974,01001	22848	10871,29981	11089,94043	21239,34961	3345,610107	2373,709961	70372	1918,68	706,81	56538,39844		1692,849976	1450,15	1572,48	17527,76953	4893,100098	2887,46		42,119999
01.04.2010	10927,07	1178,099976	1959,560059	6235,560059	5744,9	4034,22998	23206,7	11067,90039	11244,40039	21537	3391,939941	2373,709961	71136	1918,68	712,95	57708,19922		1719,170044	1479,66	1608,39	17692,61914	4925,899902	2943,02		43,220001
02.04.2010	10927,07	1178,099976	1959,560059	6235,560059	5744,9	4034,22998	23206,7	11067,90039	11286,08984	21537	3407,350098	2373,709961	71136	1918,68	712,95	58059,89844		1723,48999	1480,17	1614,45	17692,61914	4925,899902	2943,02		43,220001
